year,day,time,impact,cur,text,actual,forecast,previous
2022,Jan 28,3:00am,medium,CHF,KOF Economic Barometer,107.8,106.0,107.2
2022,Jan 28,3:00am,low,EUR,Spanish Flash GDP q/q,2.0%,1.4%,2.6%
2022,Jan 28,4:00am,low,EUR,M3 Money Supply y/y,6.9%,6.8%,7.4%
2022,Jan 28,4:00am,low,EUR,German Prelim GDP q/q,-0.7%,-0.3%,1.7%
2022,Jan 28,4:00am,low,EUR,Private Loans y/y,4.1%,4.2%,4.2%
2022,Jan 28,5:20am,low,EUR,Italian 10-y Bond Auction,1.39|1.4,,1.02|1.5
2022,Jan 28,8:30am,high,USD,Core PCE Price Index m/m,0.5%,0.5%,0.5%
2022,Jan 28,8:30am,low,USD,Employment Cost Index q/q,1.0%,1.2%,1.3%
2022,Jan 28,8:30am,low,USD,Personal Income m/m,0.3%,0.5%,0.5%
2022,Jan 28,8:30am,low,USD,Personal Spending m/m,-0.6%,-0.6%,0.4%
2022,Jan 28,10:00am,medium,USD,Revised UoM Consumer Sentiment,67.2,68.8,68.8
2022,Jan 28,10:00am,low,USD,Revised UoM Inflation Expectations,4.9%,,4.9%
2022,Jan 29,8:30pm,low,CNY,Manufacturing PMI,50.1,50.0,50.3
2022,Jan 29,8:30pm,low,CNY,Non-Manufacturing PMI,51.1,51.1,52.7
2022,Jan 29,8:45pm,low,CNY,Caixin Manufacturing PMI,49.1,50.1,50.9
2022,Jan 30,6:50pm,low,JPY,Prelim Industrial Production m/m,-1.0%,-0.5%,7.0%
2022,Jan 30,6:50pm,low,JPY,Retail Sales y/y,1.4%,2.9%,1.9%
2022,Jan 30,All Day,holiday,CNY,Bank Holiday,,,
2022,Jan 30,7:09pm,low,AUD,MI Inflation Gauge m/m,0.4%,,0.2%
2022,Jan 30,7:30pm,low,AUD,Private Sector Credit m/m,0.8%,0.7%,1.0%
2022,Jan 31,12:00am,low,JPY,Housing Starts y/y,4.2%,8.2%,3.7%
2022,Jan 31,12:02am,low,JPY,Consumer Confidence,36.7,36.9,39.1
2022,Jan 31,All Day,low,EUR,German Prelim CPI m/m,0.4%,-0.2%,0.5%
2022,Jan 31,3:00am,low,EUR,Spanish Flash CPI y/y,6.0%,5.3%,6.5%
2022,Jan 31,5:00am,low,EUR,Prelim Flash GDP q/q,0.3%,0.4%,2.3%
2022,Jan 31,5:00am,low,EUR,Italian Prelim GDP q/q,0.6%,0.5%,2.6%
2022,Jan 31,8:30am,low,CAD,IPPI m/m,0.7%,1.0%,0.8%
2022,Jan 31,8:30am,low,CAD,RMPI m/m,-2.9%,-1.3%,-1.0%
2022,Jan 31,9:00am,low,CNY,CB Leading Index m/m,0.6%,,1.1%
2022,Jan 31,9:45am,medium,USD,Chicago PMI,65.2,61.7,63.1
2022,Jan 31,12:40pm,medium,USD,FOMC Member George Speaks,,,
2022,Jan 31,2:00pm,low,USD,Loan Officer Survey,,,
2022,Jan 31,4:30pm,low,AUD,AIG Manufacturing Index,48.4,,54.8
2022,Jan 31,4:45pm,low,NZD,Trade Balance,-477M,-700M,-1060M
2022,Jan 31,6:30pm,low,JPY,Unemployment Rate,2.7%,2.8%,2.8%
2022,Jan 31,All Day,holiday,CNY,Bank Holiday,,,
2022,Jan 31,7:30pm,low,AUD,Retail Sales m/m,-4.4%,-1.9%,7.3%
2022,Jan 31,7:30pm,low,JPY,Final Manufacturing PMI,55.4,54.6,54.6
2022,Jan 31,10:30pm,high,AUD,Cash Rate,0.10%,0.10%,0.10%
2022,Jan 31,10:30pm,high,AUD,RBA Rate Statement,,,
2022,Jan 31,10:35pm,low,JPY,10-y Bond Auction,0.18|3.3,,0.10|3.5
2022,Feb 1,12:30am,low,AUD,Commodity Prices y/y,25.3%,,28.7%
2022,Feb 1,2:00am,low,EUR,German Retail Sales m/m,-5.5%,-1.3%,0.8%
2022,Feb 1,2:00am,low,GBP,Nationwide HPI m/m,0.8%,0.7%,1.1%
2022,Feb 1,2:30am,low,CHF,Retail Sales y/y,-0.4%,5.5%,5.3%
2022,Feb 1,2:45am,low,EUR,French Prelim CPI m/m,0.3%,-0.2%,0.2%
2022,Feb 1,3:00am,low,CHF,SECO Consumer Climate,-4,3,4
2022,Feb 1,3:15am,low,EUR,Spanish Manufacturing PMI,56.2,56.1,56.2
2022,Feb 1,3:30am,low,CHF,Manufacturing PMI,63.8,63.9,62.7
2022,Feb 1,3:45am,low,EUR,Italian Manufacturing PMI,58.3,61.2,62.0
2022,Feb 1,3:50am,low,EUR,French Final Manufacturing PMI,55.5,55.5,55.5
2022,Feb 1,3:55am,low,EUR,German Final Manufacturing PMI,59.8,60.5,60.5
2022,Feb 1,3:55am,low,EUR,German Unemployment Change,-48K,-4K,-29K
2022,Feb 1,4:00am,low,EUR,Final Manufacturing PMI,58.7,59.0,59.0
2022,Feb 1,4:00am,low,EUR,Italian Monthly Unemployment Rate,9.0%,9.2%,9.1%
2022,Feb 1,4:30am,low,GBP,Final Manufacturing PMI,57.3,56.9,56.9
2022,Feb 1,4:30am,low,GBP,M4 Money Supply m/m,0.1%,0.8%,0.7%
2022,Feb 1,4:30am,low,GBP,Mortgage Approvals,71K,66K,68K
2022,Feb 1,4:30am,low,GBP,Net Lending to Individuals m/m,4.4B,4.0B,4.8B
2022,Feb 1,5:00am,low,EUR,Unemployment Rate,7.0%,7.1%,7.1%
2022,Feb 1,8:30am,high,CAD,GDP m/m,0.6%,0.4%,0.8%
2022,Feb 1,9:30am,low,CAD,Manufacturing PMI,56.2,,56.5
2022,Feb 1,9:37am,low,NZD,GDT Price Index,4.1%,,4.6%
2022,Feb 1,9:45am,low,USD,Final Manufacturing PMI,55.5,55.0,55.0
2022,Feb 1,10:00am,high,USD,ISM Manufacturing PMI,57.6,57.4,58.7
2022,Feb 1,10:00am,high,USD,JOLTS Job Openings,10.93M,10.35M,10.78M
2022,Feb 1,10:00am,low,USD,Construction Spending m/m,0.2%,0.7%,0.6%
2022,Feb 1,10:00am,low,USD,ISM Manufacturing Prices,76.1,67.6,68.2
2022,Feb 1,All Day,low,USD,Wards Total Vehicle Sales,15.0M,13.0M,12.4M
2022,Feb 1,4:45pm,high,NZD,Employment Change q/q,0.1%,0.4%,1.9%
2022,Feb 1,4:45pm,high,NZD,Unemployment Rate,3.2%,3.3%,3.3%
2022,Feb 1,4:45pm,low,NZD,Labor Cost Index q/q,0.7%,0.9%,0.7%
2022,Feb 1,6:50pm,low,JPY,Monetary Base y/y,8.4%,8.5%,8.3%
2022,Feb 1,All Day,holiday,CNY,Bank Holiday,,,
2022,Feb 1,7:01pm,low,GBP,BRC Shop Price Index y/y,1.5%,,0.8%
2022,Feb 1,8:30pm,high,AUD,RBA Gov Lowe Speaks,,,
2022,Feb 2,2:45am,low,EUR,French Gov Budget Balance,-170.7B,,-181.0B
2022,Feb 2,3:00am,medium,EUR,Spanish Unemployment Change,17.2K,-50.7K,-76.8K
2022,Feb 2,5:00am,low,EUR,CPI Flash Estimate y/y,5.1%,4.4%,5.0%
2022,Feb 2,5:00am,low,EUR,Core CPI Flash Estimate y/y,2.3%,1.9%,2.6%
2022,Feb 2,5:00am,low,EUR,Italian Prelim CPI m/m,1.6%,0.5%,0.4%
2022,Feb 2,All Day,high,All,OPEC-JMMC Meetings,,,
2022,Feb 2,8:15am,high,USD,ADP Non-Farm Employment Change,-301K,185K,776K
2022,Feb 2,8:30am,low,CAD,Building Permits m/m,-1.9%,-1.6%,7.6%
2022,Feb 2,10:00am,low,CAD,Gov Council Member Gravelle Speaks,,,
2022,Feb 2,10:30am,medium,USD,Crude Oil Inventories,-1.0M,1.8M,2.4M
2022,Feb 2,3:00pm,high,CAD,BOC Gov Macklem Speaks,,,
2022,Feb 2,4:30pm,low,AUD,AIG Construction Index,45.9,,57.0
2022,Feb 2,7:00pm,low,NZD,ANZ Commodity Prices m/m,1.0%,,-0.3%
2022,Feb 2,All Day,holiday,CNY,Bank Holiday,,,
2022,Feb 2,7:30pm,low,AUD,Building Approvals m/m,8.2%,-0.9%,2.6%
2022,Feb 2,7:30pm,low,AUD,NAB Quarterly Business Confidence,18,,-2
2022,Feb 2,7:30pm,low,AUD,Trade Balance,8.36B,9.80B,9.76B
2022,Feb 2,10:35pm,low,JPY,30-y Bond Auction,0.79|3.4,,0.72|3.6
2022,Feb 3,3:15am,low,EUR,Spanish Services PMI,46.6,51.9,55.8
2022,Feb 3,3:45am,low,EUR,Italian Services PMI,48.5,50.0,53.0
2022,Feb 3,3:50am,low,EUR,French Final Services PMI,53.1,53.1,53.1
2022,Feb 3,3:55am,low,EUR,German Final Services PMI,52.2,52.2,52.2
2022,Feb 3,4:00am,low,EUR,Final Services PMI,51.1,51.2,51.2
2022,Feb 3,4:30am,low,GBP,Final Services PMI,54.1,53.3,53.3
2022,Feb 3,4:48am,low,EUR,Spanish 10-y Bond Auction,0.85|1.6,,0.43|1.9
2022,Feb 3,5:00am,low,EUR,PPI m/m,2.9%,2.9%,1.8%
2022,Feb 3,5:06am,low,EUR,French 10-y Bond Auction,0.45|2.6,,0.30|2.1
2022,Feb 3,7:00am,high,GBP,Asset Purchase Facility,,875B,875B
2022,Feb 3,7:00am,high,GBP,BOE Monetary Policy Report,,,
2022,Feb 3,7:00am,high,GBP,MPC Asset Purchase Facility Votes,,0-0-9,0-0-9
2022,Feb 3,7:00am,high,GBP,MPC Official Bank Rate Votes,9-0-0,7-0-2,8-0-1
2022,Feb 3,7:00am,high,GBP,Monetary Policy Summary,,,
2022,Feb 3,7:00am,high,GBP,Official Bank Rate,0.50%,0.50%,0.25%
2022,Feb 3,7:30am,high,GBP,BOE Gov Bailey Speaks,,,
2022,Feb 3,7:30am,low,USD,Challenger Job Cuts y/y,-76.0%,,-75.3%
2022,Feb 3,7:45am,high,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
2022,Feb 3,7:45am,high,EUR,Monetary Policy Statement,,,
2022,Feb 3,8:30am,high,EUR,ECB Press Conference,,,
2022,Feb 3,8:30am,medium,USD,Unemployment Claims,238K,245K,261K
2022,Feb 3,8:30am,low,USD,Prelim Nonfarm Productivity q/q,6.6%,3.8%,-5.2%
2022,Feb 3,8:30am,low,USD,Prelim Unit Labor Costs q/q,0.3%,1.1%,9.6%
2022,Feb 3,9:45am,low,USD,Final Services PMI,51.2,50.9,50.9
2022,Feb 3,10:00am,high,USD,ISM Services PMI,59.9,59.5,62.0
2022,Feb 3,10:00am,low,USD,Factory Orders m/m,-0.4%,-0.4%,1.8%
2022,Feb 3,10:30am,low,USD,Natural Gas Storage,-268B,-280B,-219B
2022,Feb 3,4:45pm,low,NZD,Building Consents m/m,0.6%,,0.6%
2022,Feb 3,All Day,holiday,CNY,Bank Holiday,,,
2022,Feb 3,7:30pm,medium,AUD,RBA Monetary Policy Statement,,,
2022,Feb 4,2:00am,low,EUR,German Factory Orders m/m,2.8%,0.4%,3.6%
2022,Feb 4,2:45am,low,EUR,French Industrial Production m/m,-0.2%,0.5%,-0.5%
2022,Feb 4,2:45am,low,EUR,French Prelim Private Payrolls q/q,0.5%,0.4%,0.5%
2022,Feb 4,4:30am,low,GBP,Construction PMI,56.3,54.3,54.3
2022,Feb 4,5:00am,low,EUR,Retail Sales m/m,-3.0%,-1.0%,1.0%
2022,Feb 4,7:15am,medium,GBP,MPC Member Broadbent Speaks,,,
2022,Feb 4,8:30am,high,CAD,Employment Change,-200.1K,-121.5K,54.7K
2022,Feb 4,8:30am,high,CAD,Unemployment Rate,6.5%,6.3%,5.9%
2022,Feb 4,8:30am,high,USD,Average Hourly Earnings m/m,0.7%,0.5%,0.5%
2022,Feb 4,8:30am,high,USD,Non-Farm Employment Change,467K,110K,510K
2022,Feb 4,8:30am,high,USD,Unemployment Rate,4.0%,3.9%,3.9%
2022,Feb 4,10:00am,medium,CAD,Ivey PMI,50.7,55.1,45.0
2022,Feb 4,10:45am,low,USD,President Biden Speaks,,,
2022,Feb 6,All Day,holiday,NZD,Bank Holiday,,,
2022,Feb 6,4:30pm,low,AUD,AIG Services Index,56.2,,49.6
2022,Feb 6,7:30pm,low,AUD,ANZ Job Advertisements m/m,-0.3%,,-5.8%
2022,Feb 6,7:30pm,low,AUD,Retail Sales m/m,-4.4%,-4.4%,-4.4%
2022,Feb 6,8:45pm,low,CNY,Caixin Services PMI,51.4,50.5,53.1
2022,Feb 7,12:00am,low,JPY,Leading Indicators,104.3%,103.8%,103.2%
2022,Feb 7,1:45am,low,CHF,Unemployment Rate,2.3%,2.4%,2.4%
2022,Feb 7,2:00am,low,EUR,German Industrial Production m/m,-0.3%,0.4%,0.3%
2022,Feb 7,2:00am,low,GBP,Halifax HPI m/m,0.3%,0.9%,1.1%
2022,Feb 7,3:00am,low,CHF,Foreign Currency Reserves,947B,,945B
2022,Feb 7,4:30am,low,EUR,Sentix Investor Confidence,16.6,15.1,14.9
2022,Feb 7,10:45am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Feb 7,3:00pm,low,USD,Consumer Credit m/m,18.9B,24.9B,38.8B
2022,Feb 7,6:30pm,low,JPY,Average Cash Earnings y/y,-0.2%,0.9%,0.8%
2022,Feb 7,6:30pm,low,JPY,Household Spending y/y,-0.2%,0.0%,-1.3%
2022,Feb 7,6:50pm,low,JPY,Bank Lending y/y,0.6%,0.8%,0.6%
2022,Feb 7,6:50pm,low,JPY,Current Account,0.79T,1.16T,1.37T
2022,Feb 7,7:01pm,low,GBP,BRC Retail Sales Monitor y/y,8.1%,0.7%,0.6%
2022,Feb 7,7:27pm,low,AUD,NAB Business Confidence,3,,-12
2022,Feb 7,9:15pm,medium,NZD,RBNZ Gov Orr Speaks,,,
2022,Feb 8,12:00am,low,JPY,Economy Watchers Sentiment,37.9,48.1,56.4
2022,Feb 8,2:45am,low,EUR,French Trade Balance,-11.3B,-9.1B,-9.8B
2022,Feb 8,4:00am,low,EUR,Italian Retail Sales m/m,0.9%,-0.4%,-0.4%
2022,Feb 8,5:56am,low,USD,NFIB Small Business Index,97.1,97.4,98.9
2022,Feb 8,8:30am,low,CAD,Trade Balance,-0.1B,2.5B,2.5B
2022,Feb 8,8:30am,low,USD,Trade Balance,-80.7B,-83.0B,-79.3B
2022,Feb 8,9:56am,low,USD,IBD/TIPP Economic Optimism,44.0,47.2,44.7
2022,Feb 8,6:30pm,low,AUD,Westpac Consumer Sentiment,-1.3%,,-2.0%
2022,Feb 8,6:50pm,low,JPY,M2 Money Stock y/y,3.6%,3.6%,3.7%
2022,Feb 9,12:59am,low,JPY,Prelim Machine Tool Orders y/y,61.4%,,40.5%
2022,Feb 9,2:00am,low,EUR,German Trade Balance,6.8B,11.3B,10.8B
2022,Feb 9,4:00am,low,EUR,Italian Industrial Production m/m,-1.0%,-0.8%,2.1%
2022,Feb 9,5:32am,low,EUR,German 30-y Bond Auction,0.39|1.2,,0.28|1.1
2022,Feb 9,8:10am,low,GBP,MPC Member Pill Speaks,,,
2022,Feb 9,10:00am,low,USD,Final Wholesale Inventories m/m,2.2%,2.1%,2.1%
2022,Feb 9,10:30am,medium,USD,Crude Oil Inventories,-4.8M,1.5M,-1.0M
2022,Feb 9,10:30am,low,USD,FOMC Member Bowman Speaks,,,
2022,Feb 9,12:00pm,high,CAD,BOC Gov Macklem Speaks,,,
2022,Feb 9,12:00pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Feb 9,1:01pm,medium,USD,10-y Bond Auction,1.90|2.7,,1.72|2.5
2022,Feb 9,6:50pm,low,JPY,PPI y/y,8.6%,8.2%,8.7%
2022,Feb 9,7:01pm,low,GBP,RICS House Price Balance,74%,69%,70%
2022,Feb 9,7:03pm,low,AUD,MI Inflation Expectations,4.6%,,4.4%
2022,Feb 10,5:00am,low,CNY,M2 Money Supply y/y,9.8%,9.2%,9.0%
2022,Feb 10,5:00am,low,CNY,New Loans,3980B,3650B,1130B
2022,Feb 10,5:00am,medium,EUR,EU Economic Forecasts,,,
2022,Feb 10,8:30am,high,USD,CPI m/m,0.6%,0.4%,0.5%
2022,Feb 10,8:30am,high,USD,CPI y/y,7.5%,7.2%,7.0%
2022,Feb 10,8:30am,high,USD,Core CPI m/m,0.6%,0.5%,0.6%
2022,Feb 10,8:30am,medium,USD,Unemployment Claims,223K,227K,239K
2022,Feb 10,10:00am,low,USD,Mortgage Delinquencies,4.65%,,4.88%
2022,Feb 10,10:30am,low,USD,Natural Gas Storage,-222B,-223B,-268B
2022,Feb 10,12:00pm,high,GBP,BOE Gov Bailey Speaks,,,
2022,Feb 10,1:01pm,medium,USD,30-y Bond Auction,2.34|2.3,,2.08|2.4
2022,Feb 10,2:00pm,low,USD,Federal Budget Balance,118.7B,19.5B,-21.3B
2022,Feb 10,4:30pm,low,NZD,BusinessNZ Manufacturing Index,52.1,,53.8
2022,Feb 10,5:30pm,high,AUD,RBA Gov Lowe Speaks,,,
2022,Feb 10,All Day,holiday,JPY,Bank Holiday,,,
2022,Feb 10,9:00pm,medium,NZD,Inflation Expectations q/q,3.27%,,2.96%
2022,Feb 11,2:00am,low,EUR,German Final CPI m/m,0.4%,0.4%,0.4%
2022,Feb 11,2:00am,low,EUR,German WPI m/m,2.3%,0.5%,0.2%
2022,Feb 11,2:00am,medium,GBP,Prelim GDP q/q,1.0%,1.1%,1.1%
2022,Feb 11,2:00am,low,GBP,Construction Output m/m,2.0%,-0.6%,1.9%
2022,Feb 11,2:00am,low,GBP,GDP m/m,-0.2%,-0.5%,0.7%
2022,Feb 11,2:00am,low,GBP,Goods Trade Balance,-12.4B,-12.4B,-12.7B
2022,Feb 11,2:00am,low,GBP,Index of Services 3m/3m,1.2%,1.2%,1.3%
2022,Feb 11,2:00am,low,GBP,Industrial Production m/m,0.3%,0.1%,0.7%
2022,Feb 11,2:00am,low,GBP,Manufacturing Production m/m,0.2%,0.2%,0.7%
2022,Feb 11,2:30am,low,CHF,CPI m/m,0.2%,0.0%,-0.1%
2022,Feb 11,4:30am,low,GBP,Prelim Business Investment q/q,0.9%,-3.0%,-2.5%
2022,Feb 11,8:03am,low,GBP,NIESR GDP Estimate,0.9%,,1.0%
2022,Feb 11,10:00am,medium,USD,Prelim UoM Consumer Sentiment,61.7,67.2,67.2
2022,Feb 11,10:00am,low,USD,Prelim UoM Inflation Expectations,5.0%,,4.9%
2022,Feb 13,4:30pm,low,NZD,BusinessNZ Services Index,45.9,,49.8
2022,Feb 13,4:45pm,low,NZD,FPI m/m,2.7%,,0.6%
2022,Feb 14,2:30am,low,CHF,PPI m/m,0.6%,0.2%,-0.1%
2022,Feb 14,8:30am,high,USD,FOMC Member Bullard Speaks,,,
2022,Feb 14,11:15am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Feb 14,4:45pm,low,NZD,Visitor Arrivals m/m,16.0%,,44.0%
2022,Feb 14,6:50pm,low,JPY,Prelim GDP Price Index y/y,-1.3%,-1.3%,-1.2%
2022,Feb 14,6:50pm,low,JPY,Prelim GDP q/q,1.3%,1.5%,-0.9%
2022,Feb 14,7:30pm,high,AUD,Monetary Policy Meeting Minutes,,,
2022,Feb 14,11:30pm,low,JPY,Revised Industrial Production m/m,-1.0%,-1.0%,-1.0%
2022,Feb 15,1:16am,low,CNY,Foreign Direct Investment ytd/y,11.6%,,14.9%
2022,Feb 15,2:00am,low,GBP,Average Earnings Index 3m/y,4.3%,3.8%,4.2%
2022,Feb 15,2:00am,low,GBP,Claimant Count Change,-31.9K,-36.2K,-51.6K
2022,Feb 15,2:00am,low,GBP,Unemployment Rate,4.1%,4.1%,4.1%
2022,Feb 15,5:00am,medium,EUR,ZEW Economic Sentiment,48.6,54.4,49.4
2022,Feb 15,5:00am,medium,EUR,German ZEW Economic Sentiment,54.3,55.1,51.7
2022,Feb 15,5:00am,low,EUR,Flash Employment Change q/q,0.5%,1.0%,1.0%
2022,Feb 15,5:00am,low,EUR,Flash GDP q/q,0.3%,0.3%,0.3%
2022,Feb 15,5:00am,low,EUR,Trade Balance,-9.7B,-4.7B,-1.8B
2022,Feb 15,5:08am,low,GBP,10-y Bond Auction,1.60|2.5,,0.92|2.2
2022,Feb 15,8:15am,low,CAD,Housing Starts,231K,244K,238K
2022,Feb 15,8:30am,high,USD,PPI m/m,1.0%,0.5%,0.2%
2022,Feb 15,8:30am,medium,USD,Core PPI m/m,0.8%,0.5%,0.5%
2022,Feb 15,8:30am,medium,USD,Empire State Manufacturing Index,3.1,11.9,-0.7
2022,Feb 15,9:30am,low,GBP,CB Leading Index m/m,0.0%,,0.4%
2022,Feb 15,9:55am,low,NZD,GDT Price Index,4.2%,,4.1%
2022,Feb 15,10:30am,low,AUD,CB Leading Index m/m,0.3%,,0.3%
2022,Feb 15,3:30pm,low,USD,President Biden Speaks,,,
2022,Feb 15,4:00pm,low,USD,TIC Long-Term Purchases,114.5B,56.9B,137.9B
2022,Feb 15,6:34pm,low,AUD,MI Leading Index m/m,0.1%,,0.0%
2022,Feb 15,8:30pm,low,CNY,CPI y/y,0.9%,1.0%,1.5%
2022,Feb 15,8:30pm,low,CNY,PPI y/y,9.1%,9.5%,10.3%
2022,Feb 15,11:30pm,low,JPY,Tertiary Industry Activity m/m,0.4%,0.3%,0.7%
2022,Feb 16,2:00am,high,GBP,CPI y/y,5.5%,5.4%,5.4%
2022,Feb 16,2:00am,low,GBP,Core CPI y/y,4.4%,4.3%,4.2%
2022,Feb 16,2:00am,low,GBP,PPI Input m/m,0.9%,1.0%,0.1%
2022,Feb 16,2:00am,low,GBP,PPI Output m/m,1.2%,0.6%,0.3%
2022,Feb 16,2:00am,low,GBP,RPI y/y,7.8%,7.4%,7.5%
2022,Feb 16,3:45am,low,AUD,RBA Deputy Gov Debelle Speaks,,,
2022,Feb 16,4:30am,low,GBP,HPI y/y,10.8%,9.3%,10.7%
2022,Feb 16,5:00am,low,EUR,Industrial Production m/m,1.2%,0.4%,2.4%
2022,Feb 16,5:32am,low,EUR,German 10-y Bond Auction,0.31|2.0,,-0.08|1.4
2022,Feb 16,8:30am,high,CAD,CPI m/m,0.9%,0.6%,-0.1%
2022,Feb 16,8:30am,medium,CAD,Common CPI y/y,2.3%,2.1%,2.1%
2022,Feb 16,8:30am,medium,CAD,Median CPI y/y,3.3%,3.1%,3.1%
2022,Feb 16,8:30am,medium,CAD,Trimmed CPI y/y,4.0%,3.7%,3.8%
2022,Feb 16,8:30am,low,CAD,Manufacturing Sales m/m,0.7%,0.7%,3.1%
2022,Feb 16,8:30am,low,CAD,Wholesale Sales m/m,0.6%,0.0%,3.4%
2022,Feb 16,8:30am,high,USD,Core Retail Sales m/m,3.3%,1.0%,-2.8%
2022,Feb 16,8:30am,high,USD,Retail Sales m/m,3.8%,2.1%,-2.5%
2022,Feb 16,8:30am,low,USD,Import Prices m/m,2.0%,1.3%,-0.4%
2022,Feb 16,8:32am,low,CAD,Core CPI m/m,0.8%,,0.0%
2022,Feb 16,9:15am,medium,USD,Industrial Production m/m,1.4%,0.4%,-0.1%
2022,Feb 16,9:15am,low,USD,Capacity Utilization Rate,77.6%,76.8%,76.6%
2022,Feb 16,10:00am,low,USD,Business Inventories m/m,2.1%,2.1%,1.5%
2022,Feb 16,10:00am,low,USD,NAHB Housing Market Index,82,82,83
2022,Feb 16,10:30am,medium,USD,Crude Oil Inventories,1.1M,-2.2M,-4.8M
2022,Feb 16,1:30pm,low,CAD,Gov Council Member Lane Speaks,,,
2022,Feb 16,2:00pm,high,USD,FOMC Meeting Minutes,,,
2022,Feb 16,6:50pm,low,JPY,Core Machinery Orders m/m,3.6%,-2.0%,3.4%
2022,Feb 16,6:50pm,low,JPY,Trade Balance,-0.93T,-0.40T,-0.55T
2022,Feb 16,7:30pm,high,AUD,Employment Change,12.9K,0.0K,64.8K
2022,Feb 16,7:30pm,high,AUD,Unemployment Rate,4.2%,4.2%,4.2%
2022,Feb 17,2:00am,low,CHF,Trade Balance,3.18B,4.23B,3.54B
2022,Feb 17,4:00am,low,EUR,ECB Economic Bulletin,,,
2022,Feb 17,4:00am,low,EUR,Italian Trade Balance,1.10B,5.11B,4.18B
2022,Feb 17,4:35am,low,EUR,Spanish 10-y Bond Auction,1.23|1.5,,0.85|1.6
2022,Feb 17,8:30am,low,CAD,Foreign Securities Purchases,37.56B,32.23B,30.14B
2022,Feb 17,8:30am,medium,USD,Philly Fed Manufacturing Index,16.0,19.9,23.2
2022,Feb 17,8:30am,medium,USD,Unemployment Claims,248K,217K,225K
2022,Feb 17,8:30am,low,USD,Building Permits,1.90M,1.74M,1.89M
2022,Feb 17,8:30am,low,USD,Housing Starts,1.64M,1.70M,1.71M
2022,Feb 17,Day 1,medium,All,G20 Meetings,,,
2022,Feb 17,10:30am,low,USD,Natural Gas Storage,-190B,-203B,-222B
2022,Feb 17,11:00am,medium,USD,FOMC Member Bullard Speaks,,,
2022,Feb 17,4:45pm,low,NZD,PPI Input q/q,1.1%,2.0%,1.6%
2022,Feb 17,4:45pm,low,NZD,PPI Output q/q,1.4%,1.9%,1.8%
2022,Feb 17,5:00pm,medium,USD,FOMC Member Mester Speaks,,,
2022,Feb 17,6:30pm,low,JPY,National Core CPI y/y,0.2%,0.3%,0.5%
2022,Feb 18,2:00am,medium,GBP,Retail Sales m/m,1.9%,1.1%,-4.0%
2022,Feb 18,2:45am,low,EUR,French Final CPI m/m,0.3%,0.3%,0.3%
2022,Feb 18,4:00am,low,EUR,Current Account,22.6B,24.3B,23.6B
2022,Feb 18,8:30am,medium,CAD,Core Retail Sales m/m,-2.5%,-2.1%,1.1%
2022,Feb 18,8:30am,medium,CAD,Retail Sales m/m,-1.8%,-2.1%,0.8%
2022,Feb 18,8:30am,low,CAD,NHPI m/m,0.9%,0.6%,0.2%
2022,Feb 18,9:57am,low,EUR,Consumer Confidence,-9,-8,-9
2022,Feb 18,10:00am,medium,USD,Existing Home Sales,6.50M,6.10M,6.09M
2022,Feb 18,10:00am,low,USD,CB Leading Index m/m,-0.3%,0.2%,0.7%
2022,Feb 18,Day 2,medium,All,G20 Meetings,,,
2022,Feb 18,10:45am,medium,USD,FOMC Member Waller Speaks,,,
2022,Feb 18,11:00am,low,USD,FOMC Member Williams Speaks,,,
2022,Feb 18,1:30pm,medium,USD,FOMC Member Brainard Speaks,,,
2022,Feb 18,4:00pm,low,USD,President Biden Speaks,,,
2022,Feb 20,5:00pm,low,AUD,Flash Manufacturing PMI,57.6,,55.1
2022,Feb 20,5:00pm,low,AUD,Flash Services PMI,56.4,,46.6
2022,Feb 20,7:01pm,low,GBP,Rightmove HPI m/m,2.3%,,0.3%
2022,Feb 20,7:30pm,low,JPY,Flash Manufacturing PMI,52.9,55.0,55.4
2022,Feb 21,2:00am,low,EUR,German PPI m/m,2.2%,1.6%,5.0%
2022,Feb 21,3:15am,medium,EUR,French Flash Services PMI,57.9,54.0,53.1
2022,Feb 21,3:15am,low,EUR,French Flash Manufacturing PMI,57.6,55.5,55.5
2022,Feb 21,3:30am,high,EUR,German Flash Manufacturing PMI,58.5,59.6,59.8
2022,Feb 21,3:30am,high,EUR,German Flash Services PMI,56.6,53.2,52.2
2022,Feb 21,4:00am,low,EUR,Flash Manufacturing PMI,58.4,58.9,58.7
2022,Feb 21,4:00am,low,EUR,Flash Services PMI,55.8,52.3,51.1
2022,Feb 21,4:30am,medium,GBP,Flash Manufacturing PMI,57.3,57.2,57.3
2022,Feb 21,4:30am,medium,GBP,Flash Services PMI,60.8,55.6,54.1
2022,Feb 21,6:00am,low,EUR,German Buba Monthly Report,,,
2022,Feb 21,All Day,holiday,USD,Bank Holiday,,,
2022,Feb 21,11:15am,low,USD,FOMC Member Bowman Speaks,,,
2022,Feb 21,6:50pm,low,JPY,SPPI y/y,1.2%,1.2%,1.1%
2022,Feb 21,8:00pm,low,AUD,RBA Assist Gov Kent Speaks,,,
